Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Apple,iPhone 12,Apple iPhone 12,64,"'iPhone13,2'",8.99,,£799 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12,Apple iPhone 12,128,"'iPhone13,2'",8.99,,£849 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12,Apple iPhone 12,256,"'iPhone13,2'",8.99,,£949 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12 Mini,Apple iPhone 12  Mini,64,"'iPhone13,1'",7.99,,£699 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,131.5,1080 x 2340,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,
Apple,iPhone 12 Mini,Apple iPhone 12  Mini,128,"'iPhone13,1'",7.99,,£749 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,131.5,1080 x 2340,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,
Apple,iPhone 12 Mini,Apple iPhone 12  Mini,256,"'iPhone13,1'",8.99,,£849 ,https://www.apple.com/uk/iphone-12/,iOS,14.1,,1840,6,3096,N,131.5,1080 x 2340,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,
Apple,iPhone 12 Pro,Apple iPhone 12 Pro,128,"'iPhone13,3'",8.99,,£999 ,https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12 Pro,Apple iPhone 12 Pro,256,"'iPhone13,3'",9.99,,"£1099 ",https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12 Pro,Apple iPhone 12 Pro,512,"'iPhone13,3'",10.99,,"£1299 ",https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,146.7,1170 x 2532,12,Y,850 / 900 / 1800 / 1900,10/20,,,,,
Apple,iPhone 12 Pro Max,Apple iPhone 12 Pro Max,128,"'iPhone13,4'",9.99,,"£1099 ",https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,160.8,1284 x 2778,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,
Apple,iPhone 12 Pro Max,Apple iPhone 12 Pro Max,256,"'iPhone13,4'",9.99,,"£1199 ",https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,160.8,1284 x 2778,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,
Apple,iPhone 12 Pro Max,Apple iPhone 12 Pro Max,512,"'iPhone13,4'",10.99,,"£1399 ",https://www.apple.com/uk/iphone-12-pro/,iOS,14.1,,1840,6,6144,N,160.8,1284 x 2778,12,Y,850 / 900 / 1800 / 1900,11/20,,,,,